Time step	Time[s]	Interface	Domain	Type	Surface[%]
86	879.6906951815566	Right interface	Right active material	Used in the model	0.0
86	879.6906951815566	Right interface	Electrolyte	Used in the model	0.0
87	890.7899670693208	Right interface	Right active material	Favorable	0.0
87	890.7899670693208	Right interface	Right active material	Cumulated	0.0
87	890.7899670693208	Right interface	Right active material	Used in the model	0.0
87	890.7899670693208	Right interface	Electrolyte	Used in the model	0.0
88	901.889238957085	Right interface	Right active material	Favorable	0.0
88	901.889238957085	Right interface	Right active material	Cumulated	0.0
88	901.889238957085	Right interface	Right active material	Used in the model	0.0
88	901.889238957085	Right interface	Electrolyte	Used in the model	0.0
89	912.9885108448492	Right interface	Right active material	Favorable	0.0
89	912.9885108448492	Right interface	Right active material	Cumulated	0.0
89	912.9885108448492	Right interface	Right active material	Used in the model	0.0
89	912.9885108448492	Right interface	Electrolyte	Used in the model	0.0
90	924.0877827326134	Right interface	Right active material	Favorable	0.0
90	924.0877827326134	Right interface	Right active material	Cumulated	0.0
90	924.0877827326134	Right interface	Right active material	Used in the model	0.0
90	924.0877827326134	Right interface	Electrolyte	Used in the model	0.0
91	935.1870546203776	Right interface	Right active material	Favorable	0.0
91	935.1870546203776	Right interface	Right active material	Cumulated	0.0
91	935.1870546203776	Right interface	Right active material	Used in the model	0.0
91	935.1870546203776	Right interface	Electrolyte	Used in the model	0.0
92	946.2863265081418	Right interface	Right active material	Favorable	0.0
92	946.2863265081418	Right interface	Right active material	Cumulated	0.0
92	946.2863265081418	Right interface	Right active material	Used in the model	0.0
92	946.2863265081418	Right interface	Electrolyte	Used in the model	0.0
93	957.385598395906	Right interface	Right active material	Favorable	0.0
93	957.385598395906	Right interface	Right active material	Cumulated	0.0
93	957.385598395906	Right interface	Right active material	Used in the model	0.0
93	957.385598395906	Right interface	Electrolyte	Used in the model	0.0
94	968.4848702836701	Right interface	Right active material	Favorable	0.0
94	968.4848702836701	Right interface	Right active material	Cumulated	0.0
94	968.4848702836701	Right interface	Right active material	Used in the model	0.0
94	968.4848702836701	Right interface	Electrolyte	Used in the model	0.0
95	979.5841421714343	Right interface	Right active material	Favorable	0.0
95	979.5841421714343	Right interface	Right active material	Cumulated	0.0
95	979.5841421714343	Right interface	Right active material	Used in the model	0.0
95	979.5841421714343	Right interface	Electrolyte	Used in the model	0.0
96	990.6834140591985	Right interface	Right active material	Favorable	0.0
96	990.6834140591985	Right interface	Right active material	Cumulated	0.0
96	990.6834140591985	Right interface	Right active material	Used in the model	0.0
96	990.6834140591985	Right interface	Electrolyte	Used in the model	0.0
97	1001.7826859469627	Right interface	Right active material	Favorable	0.0
97	1001.7826859469627	Right interface	Right active material	Cumulated	0.0
97	1001.7826859469627	Right interface	Right active material	Used in the model	0.0
97	1001.7826859469627	Right interface	Electrolyte	Used in the model	0.0
98	1012.8819578347269	Right interface	Right active material	Favorable	0.0
98	1012.8819578347269	Right interface	Right active material	Cumulated	0.0
98	1012.8819578347269	Right interface	Right active material	Used in the model	0.0
98	1012.8819578347269	Right interface	Electrolyte	Used in the model	0.0
99	1023.9812297224911	Right interface	Right active material	Favorable	0.0
99	1023.9812297224911	Right interface	Right active material	Cumulated	0.0
99	1023.9812297224911	Right interface	Right active material	Used in the model	0.0
99	1023.9812297224911	Right interface	Electrolyte	Used in the model	0.0
100	1035.0805016102552	Right interface	Right active material	Favorable	0.0
100	1035.0805016102552	Right interface	Right active material	Cumulated	0.0
100	1035.0805016102552	Right interface	Right active material	Used in the model	0.0
100	1035.0805016102552	Right interface	Electrolyte	Used in the model	0.0
101	1046.1797734980194	Right interface	Right active material	Favorable	0.0
101	1046.1797734980194	Right interface	Right active material	Cumulated	0.0
101	1046.1797734980194	Right interface	Right active material	Used in the model	0.0
101	1046.1797734980194	Right interface	Electrolyte	Used in the model	0.0
102	1057.2790453857835	Right interface	Right active material	Favorable	0.0
102	1057.2790453857835	Right interface	Right active material	Cumulated	0.0
102	1057.2790453857835	Right interface	Right active material	Used in the model	0.0
102	1057.2790453857835	Right interface	Electrolyte	Used in the model	0.0
103	1068.3783172735477	Right interface	Right active material	Favorable	0.0
103	1068.3783172735477	Right interface	Right active material	Cumulated	0.0
103	1068.3783172735477	Right interface	Right active material	Used in the model	0.0
103	1068.3783172735477	Right interface	Electrolyte	Used in the model	0.0
104	1079.477589161312	Right interface	Right active material	Favorable	0.0
104	1079.477589161312	Right interface	Right active material	Cumulated	0.0
104	1079.477589161312	Right interface	Right active material	Used in the model	0.0
104	1079.477589161312	Right interface	Electrolyte	Used in the model	0.0
105	1090.5768610490761	Right interface	Right active material	Favorable	0.0
105	1090.5768610490761	Right interface	Right active material	Cumulated	0.0
105	1090.5768610490761	Right interface	Right active material	Used in the model	0.0
105	1090.5768610490761	Right interface	Electrolyte	Used in the model	0.0
106	1101.6761329368403	Right interface	Right active material	Favorable	0.0
106	1101.6761329368403	Right interface	Right active material	Cumulated	0.0
106	1101.6761329368403	Right interface	Right active material	Used in the model	0.0
106	1101.6761329368403	Right interface	Electrolyte	Used in the model	0.0
107	1112.7754048246045	Right interface	Right active material	Favorable	0.0
107	1112.7754048246045	Right interface	Right active material	Cumulated	0.0
107	1112.7754048246045	Right interface	Right active material	Used in the model	0.0
107	1112.7754048246045	Right interface	Electrolyte	Used in the model	0.0
108	1123.8746767123687	Right interface	Right active material	Favorable	0.0
108	1123.8746767123687	Right interface	Right active material	Cumulated	0.0
108	1123.8746767123687	Right interface	Right active material	Used in the model	0.0
108	1123.8746767123687	Right interface	Electrolyte	Used in the model	0.0
109	1134.9739486001329	Right interface	Right active material	Favorable	0.0
109	1134.9739486001329	Right interface	Right active material	Cumulated	0.0
109	1134.9739486001329	Right interface	Right active material	Used in the model	0.0
109	1134.9739486001329	Right interface	Electrolyte	Used in the model	0.0
110	1146.073220487897	Right interface	Right active material	Favorable	0.0
110	1146.073220487897	Right interface	Right active material	Cumulated	0.0
110	1146.073220487897	Right interface	Right active material	Used in the model	0.0
110	1146.073220487897	Right interface	Electrolyte	Used in the model	0.0
111	1157.1724923756612	Right interface	Right active material	Favorable	0.0
111	1157.1724923756612	Right interface	Right active material	Cumulated	0.0
111	1157.1724923756612	Right interface	Right active material	Used in the model	0.0
111	1157.1724923756612	Right interface	Electrolyte	Used in the model	0.0
112	1168.2717642634254	Right interface	Right active material	Favorable	0.0
112	1168.2717642634254	Right interface	Right active material	Cumulated	0.0
112	1168.2717642634254	Right interface	Right active material	Used in the model	0.0
112	1168.2717642634254	Right interface	Electrolyte	Used in the model	0.0
113	1179.3710361511896	Right interface	Right active material	Favorable	0.0
113	1179.3710361511896	Right interface	Right active material	Cumulated	0.0
113	1179.3710361511896	Right interface	Right active material	Used in the model	0.0
113	1179.3710361511896	Right interface	Electrolyte	Used in the model	0.0
114	1190.4703080389538	Right interface	Right active material	Favorable	0.0
114	1190.4703080389538	Right interface	Right active material	Cumulated	0.0
114	1190.4703080389538	Right interface	Right active material	Used in the model	0.0
114	1190.4703080389538	Right interface	Electrolyte	Used in the model	0.0
115	1201.569579926718	Right interface	Right active material	Favorable	0.0
115	1201.569579926718	Right interface	Right active material	Cumulated	0.0
115	1201.569579926718	Right interface	Right active material	Used in the model	0.0
115	1201.569579926718	Right interface	Electrolyte	Used in the model	0.0
116	1212.6688518144822	Right interface	Right active material	Favorable	0.0
116	1212.6688518144822	Right interface	Right active material	Cumulated	0.0
116	1212.6688518144822	Right interface	Right active material	Used in the model	0.0
116	1212.6688518144822	Right interface	Electrolyte	Used in the model	0.0
117	1223.7681237022464	Right interface	Right active material	Favorable	0.0
117	1223.7681237022464	Right interface	Right active material	Cumulated	0.0
117	1223.7681237022464	Right interface	Right active material	Used in the model	0.0
117	1223.7681237022464	Right interface	Electrolyte	Used in the model	0.0
118	1234.8673955900106	Right interface	Right active material	Favorable	0.0
118	1234.8673955900106	Right interface	Right active material	Cumulated	0.0
118	1234.8673955900106	Right interface	Right active material	Used in the model	0.0
118	1234.8673955900106	Right interface	Electrolyte	Used in the model	0.0
119	1245.9666674777748	Right interface	Right active material	Favorable	0.0
119	1245.9666674777748	Right interface	Right active material	Cumulated	0.0
119	1245.9666674777748	Right interface	Right active material	Used in the model	0.0
119	1245.9666674777748	Right interface	Electrolyte	Used in the model	0.0
120	1257.065939365539	Right interface	Right active material	Favorable	0.0
120	1257.065939365539	Right interface	Right active material	Cumulated	0.0
120	1257.065939365539	Right interface	Right active material	Used in the model	0.0
120	1257.065939365539	Right interface	Electrolyte	Used in the model	0.0
121	1268.1652112533031	Right interface	Right active material	Favorable	0.0
121	1268.1652112533031	Right interface	Right active material	Cumulated	0.0
121	1268.1652112533031	Right interface	Right active material	Used in the model	0.0
121	1268.1652112533031	Right interface	Electrolyte	Used in the model	0.0
122	1279.2644831410673	Right interface	Right active material	Favorable	0.0
122	1279.2644831410673	Right interface	Right active material	Cumulated	0.0
122	1279.2644831410673	Right interface	Right active material	Used in the model	0.0
122	1279.2644831410673	Right interface	Electrolyte	Used in the model	0.0
123	1290.3637550288315	Right interface	Right active material	Favorable	0.0
123	1290.3637550288315	Right interface	Right active material	Cumulated	0.0
123	1290.3637550288315	Right interface	Right active material	Used in the model	0.0
123	1290.3637550288315	Right interface	Electrolyte	Used in the model	0.0
124	1299.243172539043	Right interface	Right active material	Favorable	0.0
124	1299.243172539043	Right interface	Right active material	Cumulated	0.0
124	1299.243172539043	Right interface	Right active material	Used in the model	0.0
124	1299.243172539043	Right interface	Electrolyte	Used in the model	0.0
125	1306.346706547212	Right interface	Right active material	Favorable	0.0
125	1306.346706547212	Right interface	Right active material	Cumulated	0.0
125	1306.346706547212	Right interface	Right active material	Used in the model	0.0
125	1306.346706547212	Right interface	Electrolyte	Used in the model	0.0
126	1312.0295337537473	Right interface	Right active material	Favorable	0.0
126	1312.0295337537473	Right interface	Right active material	Cumulated	0.0
126	1312.0295337537473	Right interface	Right active material	Used in the model	0.0
126	1312.0295337537473	Right interface	Electrolyte	Used in the model	0.0
127	1316.5757955189754	Right interface	Right active material	Favorable	0.0
127	1316.5757955189754	Right interface	Right active material	Cumulated	0.0
127	1316.5757955189754	Right interface	Right active material	Used in the model	0.0
127	1316.5757955189754	Right interface	Electrolyte	Used in the model	0.0
128	1320.212804931158	Right interface	Right active material	Favorable	0.0
128	1320.212804931158	Right interface	Right active material	Cumulated	0.0
128	1320.212804931158	Right interface	Right active material	Used in the model	0.0
128	1320.212804931158	Right interface	Electrolyte	Used in the model	0.0
129	1323.1224124609041	Right interface	Right active material	Favorable	0.0
129	1323.1224124609041	Right interface	Right active material	Cumulated	0.0
129	1323.1224124609041	Right interface	Right active material	Used in the model	0.0
129	1323.1224124609041	Right interface	Electrolyte	Used in the model	0.0
130	1325.8972304328452	Right interface	Right active material	Favorable	0.0
130	1325.8972304328452	Right interface	Right active material	Cumulated	0.0
130	1325.8972304328452	Right interface	Right active material	Used in the model	0.0
130	1325.8972304328452	Right interface	Electrolyte	Used in the model	0.0
131	1328.6720484047862	Right interface	Right active material	Favorable	0.0
131	1328.6720484047862	Right interface	Right active material	Cumulated	0.0
131	1328.6720484047862	Right interface	Right active material	Used in the model	0.0
131	1328.6720484047862	Right interface	Electrolyte	Used in the model	0.0
132	1331.4468663767273	Right interface	Right active material	Favorable	0.0
132	1331.4468663767273	Right interface	Right active material	Cumulated	0.0
132	1331.4468663767273	Right interface	Right active material	Used in the model	0.0
132	1331.4468663767273	Right interface	Electrolyte	Used in the model	0.0
133	1334.2216843486683	Right interface	Right active material	Favorable	0.0
133	1334.2216843486683	Right interface	Right active material	Cumulated	0.0
133	1334.2216843486683	Right interface	Right active material	Used in the model	0.0
133	1334.2216843486683	Right interface	Electrolyte	Used in the model	0.0
134	1336.9965023206094	Right interface	Right active material	Favorable	0.0
134	1336.9965023206094	Right interface	Right active material	Cumulated	0.0
134	1336.9965023206094	Right interface	Right active material	Used in the model	0.0
134	1336.9965023206094	Right interface	Electrolyte	Used in the model	0.0
135	1339.7713202925504	Right interface	Right active material	Favorable	0.0
135	1339.7713202925504	Right interface	Right active material	Cumulated	0.0
135	1339.7713202925504	Right interface	Right active material	Used in the model	0.0
135	1339.7713202925504	Right interface	Electrolyte	Used in the model	0.0
136	1342.5461382644914	Right interface	Right active material	Favorable	0.0
136	1342.5461382644914	Right interface	Right active material	Cumulated	0.0
136	1342.5461382644914	Right interface	Right active material	Used in the model	0.0
136	1342.5461382644914	Right interface	Electrolyte	Used in the model	0.0
137	1345.3209562364325	Right interface	Right active material	Favorable	0.0
137	1345.3209562364325	Right interface	Right active material	Cumulated	0.0
137	1345.3209562364325	Right interface	Right active material	Used in the model	0.0
137	1345.3209562364325	Right interface	Electrolyte	Used in the model	0.0
138	1348.0957742083735	Right interface	Right active material	Favorable	0.0
138	1348.0957742083735	Right interface	Right active material	Cumulated	0.0
138	1348.0957742083735	Right interface	Right active material	Used in the model	0.0
138	1348.0957742083735	Right interface	Electrolyte	Used in the model	0.0
139	1350.8705921803146	Right interface	Right active material	Favorable	0.0
139	1350.8705921803146	Right interface	Right active material	Cumulated	0.0
139	1350.8705921803146	Right interface	Right active material	Used in the model	0.0
139	1350.8705921803146	Right interface	Electrolyte	Used in the model	0.0
140	1353.6454101522556	Right interface	Right active material	Favorable	0.0
140	1353.6454101522556	Right interface	Right active material	Cumulated	0.0
140	1353.6454101522556	Right interface	Right active material	Used in the model	0.0
140	1353.6454101522556	Right interface	Electrolyte	Used in the model	0.0
141	1356.4202281241967	Right interface	Right active material	Favorable	0.0
141	1356.4202281241967	Right interface	Right active material	Cumulated	0.0
141	1356.4202281241967	Right interface	Right active material	Used in the model	0.0
141	1356.4202281241967	Right interface	Electrolyte	Used in the model	0.0
142	1359.1950460961377	Right interface	Right active material	Favorable	0.0
142	1359.1950460961377	Right interface	Right active material	Cumulated	0.0
142	1359.1950460961377	Right interface	Right active material	Used in the model	0.0
142	1359.1950460961377	Right interface	Electrolyte	Used in the model	0.0
143	1361.9698640680788	Right interface	Right active material	Favorable	0.0
143	1361.9698640680788	Right interface	Right active material	Cumulated	0.0
143	1361.9698640680788	Right interface	Right active material	Used in the model	0.0
143	1361.9698640680788	Right interface	Electrolyte	Used in the model	0.0
144	1364.7446820400198	Right interface	Right active material	Favorable	0.0
144	1364.7446820400198	Right interface	Right active material	Cumulated	0.0
144	1364.7446820400198	Right interface	Right active material	Used in the model	0.0
144	1364.7446820400198	Right interface	Electrolyte	Used in the model	0.0
145	1367.5195000119609	Right interface	Right active material	Favorable	0.0
145	1367.5195000119609	Right interface	Right active material	Cumulated	0.0
145	1367.5195000119609	Right interface	Right active material	Used in the model	0.0
145	1367.5195000119609	Right interface	Electrolyte	Used in the model	0.0
146	1370.294317983902	Right interface	Right active material	Favorable	0.0
146	1370.294317983902	Right interface	Right active material	Cumulated	0.0
146	1370.294317983902	Right interface	Right active material	Used in the model	0.0
146	1370.294317983902	Right interface	Electrolyte	Used in the model	0.0
147	1373.069135955843	Right interface	Right active material	Favorable	0.0
147	1373.069135955843	Right interface	Right active material	Cumulated	0.0
147	1373.069135955843	Right interface	Right active material	Used in the model	0.0
147	1373.069135955843	Right interface	Electrolyte	Used in the model	0.0
148	1375.843953927784	Right interface	Right active material	Favorable	0.0
148	1375.843953927784	Right interface	Right active material	Cumulated	0.0
148	1375.843953927784	Right interface	Right active material	Used in the model	0.0
148	1375.843953927784	Right interface	Electrolyte	Used in the model	0.0
149	1378.618771899725	Right interface	Right active material	Favorable	0.0
149	1378.618771899725	Right interface	Right active material	Cumulated	0.0
149	1378.618771899725	Right interface	Right active material	Used in the model	0.0
149	1378.618771899725	Right interface	Electrolyte	Used in the model	0.0
150	1381.393589871666	Right interface	Right active material	Favorable	0.0
150	1381.393589871666	Right interface	Right active material	Cumulated	0.0
150	1381.393589871666	Right interface	Right active material	Used in the model	0.0
150	1381.393589871666	Right interface	Electrolyte	Used in the model	0.0
151	1384.1684078436072	Right interface	Right active material	Favorable	0.0
151	1384.1684078436072	Right interface	Right active material	Cumulated	0.0
151	1384.1684078436072	Right interface	Right active material	Used in the model	0.0
151	1384.1684078436072	Right interface	Electrolyte	Used in the model	0.0
152	1386.9432258155482	Right interface	Right active material	Favorable	0.0
152	1386.9432258155482	Right interface	Right active material	Cumulated	0.0
152	1386.9432258155482	Right interface	Right active material	Used in the model	0.0
152	1386.9432258155482	Right interface	Electrolyte	Used in the model	0.0
153	1389.7180437874893	Right interface	Right active material	Favorable	0.0
153	1389.7180437874893	Right interface	Right active material	Cumulated	0.0
153	1389.7180437874893	Right interface	Right active material	Used in the model	0.0
153	1389.7180437874893	Right interface	Electrolyte	Used in the model	0.0
154	1392.4928617594303	Right interface	Right active material	Favorable	0.0
154	1392.4928617594303	Right interface	Right active material	Cumulated	0.0
154	1392.4928617594303	Right interface	Right active material	Used in the model	0.0
154	1392.4928617594303	Right interface	Electrolyte	Used in the model	0.0
155	1395.2676797313713	Right interface	Right active material	Favorable	0.0
155	1395.2676797313713	Right interface	Right active material	Cumulated	0.0
155	1395.2676797313713	Right interface	Right active material	Used in the model	0.0
155	1395.2676797313713	Right interface	Electrolyte	Used in the model	0.0
156	1398.0424977033124	Right interface	Right active material	Favorable	0.0
156	1398.0424977033124	Right interface	Right active material	Cumulated	0.0
156	1398.0424977033124	Right interface	Right active material	Used in the model	0.0
156	1398.0424977033124	Right interface	Electrolyte	Used in the model	0.0
157	1400.8173156752534	Right interface	Right active material	Favorable	0.0
157	1400.8173156752534	Right interface	Right active material	Cumulated	0.0
157	1400.8173156752534	Right interface	Right active material	Used in the model	0.0
157	1400.8173156752534	Right interface	Electrolyte	Used in the model	0.0
158	1403.5921336471945	Right interface	Right active material	Favorable	0.0
158	1403.5921336471945	Right interface	Right active material	Cumulated	0.0
158	1403.5921336471945	Right interface	Right active material	Used in the model	0.0
158	1403.5921336471945	Right interface	Electrolyte	Used in the model	0.0
159	1406.3669516191355	Right interface	Right active material	Favorable	0.0
159	1406.3669516191355	Right interface	Right active material	Cumulated	0.0
159	1406.3669516191355	Right interface	Right active material	Used in the model	0.0
159	1406.3669516191355	Right interface	Electrolyte	Used in the model	0.0
160	1409.1417695910766	Right interface	Right active material	Favorable	0.0
160	1409.1417695910766	Right interface	Right active material	Cumulated	0.0
160	1409.1417695910766	Right interface	Right active material	Used in the model	0.0
160	1409.1417695910766	Right interface	Electrolyte	Used in the model	0.0
161	1411.9165875630176	Right interface	Right active material	Favorable	0.0
161	1411.9165875630176	Right interface	Right active material	Cumulated	0.0
161	1411.9165875630176	Right interface	Right active material	Used in the model	0.0
161	1411.9165875630176	Right interface	Electrolyte	Used in the model	0.0
162	1414.6914055349587	Right interface	Right active material	Favorable	0.0
162	1414.6914055349587	Right interface	Right active material	Cumulated	0.0
162	1414.6914055349587	Right interface	Right active material	Used in the model	0.0
162	1414.6914055349587	Right interface	Electrolyte	Used in the model	0.0
163	1417.4662235068997	Right interface	Right active material	Favorable	0.0
163	1417.4662235068997	Right interface	Right active material	Cumulated	0.0
163	1417.4662235068997	Right interface	Right active material	Used in the model	0.0
163	1417.4662235068997	Right interface	Electrolyte	Used in the model	0.0
164	1420.2410414788408	Right interface	Right active material	Favorable	0.0
164	1420.2410414788408	Right interface	Right active material	Cumulated	0.0
164	1420.2410414788408	Right interface	Right active material	Used in the model	0.0
164	1420.2410414788408	Right interface	Electrolyte	Used in the model	0.0
165	1423.0158594507818	Right interface	Right active material	Favorable	0.0
165	1423.0158594507818	Right interface	Right active material	Cumulated	0.0
165	1423.0158594507818	Right interface	Right active material	Used in the model	0.0
165	1423.0158594507818	Right interface	Electrolyte	Used in the model	0.0
166	1425.7906774227229	Right interface	Right active material	Favorable	0.0
166	1425.7906774227229	Right interface	Right active material	Cumulated	0.0
166	1425.7906774227229	Right interface	Right active material	Used in the model	0.0
166	1425.7906774227229	Right interface	Electrolyte	Used in the model	0.0
167	1428.565495394664	Right interface	Right active material	Favorable	0.0
167	1428.565495394664	Right interface	Right active material	Cumulated	0.0
167	1428.565495394664	Right interface	Right active material	Used in the model	0.0
167	1428.565495394664	Right interface	Electrolyte	Used in the model	0.0
168	1431.340313366605	Right interface	Right active material	Favorable	0.0
168	1431.340313366605	Right interface	Right active material	Cumulated	0.0
168	1431.340313366605	Right interface	Right active material	Used in the model	0.0
168	1431.340313366605	Right interface	Electrolyte	Used in the model	0.0
169	1434.115131338546	Right interface	Right active material	Favorable	0.0
169	1434.115131338546	Right interface	Right active material	Cumulated	0.0
169	1434.115131338546	Right interface	Right active material	Used in the model	0.0
169	1434.115131338546	Right interface	Electrolyte	Used in the model	0.0
170	1436.889949310487	Right interface	Right active material	Favorable	0.0
170	1436.889949310487	Right interface	Right active material	Cumulated	0.0
170	1436.889949310487	Right interface	Right active material	Used in the model	0.0
170	1436.889949310487	Right interface	Electrolyte	Used in the model	0.0
